Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
PS3,2010.0,Shooter,Electronic Arts,2.95,88.0,8.5,EA DICE,M
PS2,2003.0,Shooter,Sony Computer Entertainment,2.94,87.0,9.0,Zipper Interactive,M
GBA,2001.0,Puzzle,Atari,2.94,79.0,7.8,Mass Media,E
X360,2009.0,Fighting,Capcom,2.94,93.0,7.3,Capcom,T
PS3,2009.0,Action,Sony Computer Entertainment,2.93,85.0,8.3,Sucker Punch,T
DS,2008.0,Platform,Nintendo,2.92,76.0,8.8,HAL Labs,E
XOne,2013.0,Shooter,Activision,2.92,78.0,4.3,Infinity Ward,M
X360,2007.0,Role-Playing,Microsoft Game Studios,2.91,91.0,8.7,BioWare,M
PS2,2004.0,Misc,Sega,2.9,73.0,8.6,Sonic Team,E
PS2,2003.0,Sports,Konami Digital Entertainment,2.9,93.0,9.0,KCET,E
X360,2008.0,Sports,Sega,2.89,67.0,6.8,Sumo Digital,E10+
PS2,2001.0,Sports,Sony Computer Entertainment,2.89,85.0,8.9,Clap Hanz,E
Wii,2007.0,Simulation,505 Games,2.89,61.0,5.3,OfficeCreate,E
PS2,2004.0,Shooter,Activision,2.89,76.0,7.7,Spark Unlimited,T
Wii,2006.0,Puzzle,Nintendo,2.89,83.0,7.4,Intelligent Systems,E10+
X360,2012.0,Sports,Electronic Arts,2.86,81.0,5.8,EA Tiburon,E
XB,2002.0,Role-Playing,Ubisoft,2.86,87.0,8.7,Bethesda Softworks,T
PS4,2013.0,Action,Ubisoft,2.85,83.0,7.8,Ubisoft,M
PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,8.4,NetherRealm Studios,M
X360,2009.0,Sports,Electronic Arts,2.83,85.0,6.1,EA Tiburon,E
X360,2007.0,Shooter,Take-Two Interactive,2.83,96.0,8.9,"Irrational Games, 2K Marin",M
GC,2002.0,Shooter,Nintendo,2.82,97.0,9.3,Retro Studios,T
PS3,2010.0,Action,Ubisoft,2.82,90.0,8.2,Ubisoft Montreal,M
PS3,2010.0,Shooter,Electronic Arts,2.81,75.0,7.5,"EA DICE, Danger Close",M
PS4,2014.0,Action,Sony Computer Entertainment,2.79,80.0,7.9,Sucker Punch,T
PS2,2001.0,Sports,Electronic Arts,2.79,89.0,8.6,NuFX,E
PS2,2003.0,Platform,Sony Computer Entertainment,2.78,87.0,8.2,Naughty Dog,T
PS3,2010.0,Racing,Electronic Arts,2.78,89.0,7.2,Criterion Games,E10+
Wii,2011.0,Action,Activision,2.78,81.0,5.6,Toys for Bob,E10+
PC,2011.0,Shooter,Electronic Arts,2.78,89.0,7.5,EA DICE,M
PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,7.7,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
PS2,2003.0,Simulation,Electronic Arts,2.77,83.0,7.7,Edge of Reality,T
PS3,2011.0,Shooter,Sony Computer Entertainment,2.77,84.0,7.9,Guerrilla,M
X360,2008.0,Action,LucasArts,2.77,73.0,6.7,LucasArts,T
DS,2006.0,Platform,Nintendo,2.76,81.0,7.4,Artoon,E
X360,2011.0,Action,THQ,2.76,84.0,7.6,Volition Inc.,M
PS3,2009.0,Fighting,Namco Bandai Games,2.75,79.0,7.4,Namco Bandai Games,T
Wii,2007.0,Platform,Sega,2.73,69.0,6.6,Sonic Team,E
GBA,2002.0,Action,Nintendo,2.7,95.0,9.1,Capcom,E
PS2,2001.0,Action,Virgin Interactive,2.7,86.0,8.2,Capcom,M
X360,2011.0,Adventure,Take-Two Interactive,2.7,89.0,7.8,Team Bondi,M
X360,2006.0,Shooter,Activision,2.7,82.0,6.5,Treyarch,T
X360,2011.0,Sports,Electronic Arts,2.69,78.0,5.9,EA Tiburon,E
PS2,2006.0,Action,LucasArts,2.69,84.0,9.0,Traveller's Tales,E10+
PS4,2013.0,Shooter,Sony Computer Entertainment,2.69,73.0,6.8,Guerrilla,M
X360,2010.0,Sports,Electronic Arts,2.69,84.0,5.7,EA Tiburon,E
PS2,2004.0,Racing,Electronic Arts,2.68,93.0,9.1,Criterion Games,T
DS,2010.0,Puzzle,Nintendo,2.67,79.0,7.7,Nintendo,E
DS,2009.0,Puzzle,Nintendo,2.67,83.0,8.7,Level 5,E10+
PS2,2005.0,Shooter,Activision,2.67,77.0,8.2,Treyarch,T
PS,1998.0,Shooter,Electronic Arts,2.67,92.0,8.6,Dreamworks Interactive,T
XB,2004.0,Role-Playing,Microsoft Game Studios,2.66,85.0,8.5,Big Blue Box,M
X360,2008.0,Misc,Activision,2.66,85.0,6.3,Neversoft Entertainment,T
XOne,2016.0,Sports,Electronic Arts,2.65,84.0,5.5,"EA Sports, EA Vancouver",E
PS2,2003.0,Action,Ubisoft,2.65,89.0,7.7,Ubisoft Shanghai,T
PS3,2009.0,Racing,Electronic Arts,2.65,84.0,6.9,Slightly Mad Studios,E
PSP,2006.0,Shooter,Electronic Arts,2.65,71.0,7.9,Team Fusion,T
PS3,2011.0,Role-Playing,Square Enix,2.63,79.0,6.6,Square Enix,T
PS2,2000.0,Racing,Take-Two Interactive,2.63,78.0,7.8,Angel Studios,T
X360,2010.0,Sports,Electronic Arts,2.63,80.0,8.0,EA Black Box,T
PS2,2004.0,Sports,Sega,2.62,90.0,8.2,Visual Concepts,E
X360,2009.0,Strategy,Microsoft Game Studios,2.62,82.0,7.2,Ensemble Studios,T
X360,2011.0,Sports,Take-Two Interactive,2.62,90.0,7.7,Visual Concepts,E
X360,2009.0,Sports,Electronic Arts,2.62,90.0,7.5,EA Sports,E
X360,2010.0,Shooter,Electronic Arts,2.61,74.0,6.7,"Dice, Danger Close",M
PS2,2002.0,Action,Electronic Arts,2.61,71.0,7.6,Electronic Arts,E
PS3,2009.0,Action,Sony Computer Entertainment,2.6,91.0,8.7,Bluepoint Games,M
PS2,2004.0,Sports,Electronic Arts,2.59,84.0,8.1,EA Canada,E
Wii,2007.0,Sports,Nintendo,2.58,79.0,8.0,Next Level Games,E10+
PS3,2008.0,Sports,Electronic Arts,2.58,87.0,7.5,EA Canada,E
DS,2008.0,Simulation,Nintendo,2.58,73.0,7.7,syn Sophia,E
PS2,2006.0,Fighting,THQ,2.58,80.0,8.6,Yuke's,T
X360,2007.0,Action,LucasArts,2.57,80.0,7.4,Traveller's Tales,E10+
PS2,2007.0,Sports,Electronic Arts,2.57,78.0,7.8,EA Tiburon,E
PSP,2007.0,Role-Playing,Capcom,2.57,72.0,8.7,Capcom,T
GC,2001.0,Platform,Sega,2.56,73.0,8.3,Sonic Team,E
PS3,2012.0,Sports,Electronic Arts,2.56,83.0,5.5,EA Tiburon,E
X360,2009.0,Role-Playing,Electronic Arts,2.56,86.0,7.9,BioWare,M
GC,2003.0,Role-Playing,Nintendo,2.54,73.0,8.0,Genius Sonority Inc.,E
PSP,2009.0,Platform,Sony Computer Entertainment,2.54,87.0,7.8,"SCE/WWS, Media Molecule",E10+
X360,2008.0,Sports,Electronic Arts,2.53,83.0,7.0,EA Tiburon,E
PS2,2001.0,Racing,Acclaim Entertainment,2.52,80.0,7.9,Acclaim Studios Cheltenham,T
DS,2010.0,Misc,Nintendo,2.52,75.0,8.0,Headstrong Games,E
X360,2013.0,Sports,Take-Two Interactive,2.52,87.0,4.9,Visual Concepts,E
Wii,2012.0,Action,Activision,2.52,78.0,7.0,Toys for Bob,E10+
Wii,2008.0,Sports,Konami Digital Entertainment,2.5,50.0,5.4,CAProduction,E
X360,2006.0,Role-Playing,Activision,2.5,82.0,7.5,Raven Software,T
PS2,2002.0,Fighting,Midway Games,2.49,79.0,8.8,Midway,M
Wii,2007.0,Misc,Midway Games,2.48,25.0,4.3,Midway,E
PS4,2015.0,Action,Sony Computer Entertainment,2.48,92.0,8.6,From Software,M
GC,2002.0,Misc,Nintendo,2.47,70.0,7.4,Hudson,E
X360,2008.0,Racing,Disney Interactive Studios,2.47,85.0,7.7,Black Rock Studio,E
PS3,2012.0,Sports,Take-Two Interactive,2.47,90.0,8.0,Visual Concepts,E
PS3,2011.0,Action,THQ,2.47,82.0,7.7,Volition Inc.,M
PS3,2008.0,Shooter,Sony Computer Entertainment,2.46,87.0,6.1,Insomniac Games,M
PS4,2014.0,Sports,Take-Two Interactive,2.45,83.0,7.0,Visual Concepts,E
PS,1997.0,Role-Playing,SquareSoft,2.45,83.0,8.2,SquareSoft,T
PS3,2008.0,Racing,Take-Two Interactive,2.45,82.0,8.2,Rockstar San Diego,T
PS2,2003.0,Simulation,Electronic Arts,2.43,81.0,8.4,Maxis,T
Wii,2010.0,Action,Warner Bros. Interactive Entertainment,2.43,79.0,8.0,Traveller's Tales,E10+
XOne,2016.0,Shooter,Activision,2.42,78.0,3.1,Infinity Ward,M
XOne,2015.0,Sports,Electronic Arts,2.42,84.0,6.1,EA Sports,E
X360,2008.0,Shooter,Ubisoft,2.42,82.0,7.8,Ubisoft Montreal,M
Wii,2010.0,Misc,THQ,2.42,71.0,7.5,THQ,E
PSP,2006.0,Racing,Electronic Arts,2.42,73.0,7.9,EA Canada,E10+
PS2,2003.0,Fighting,Atari,2.41,66.0,8.2,Dimps Corporation,T
PS3,2010.0,Sports,Konami Digital Entertainment,2.41,77.0,6.8,Konami,E
PS2,2001.0,Racing,Sony Computer Entertainment,2.41,82.0,8.4,Rainbow Studios,E
PS2,2007.0,Racing,Electronic Arts,2.41,62.0,6.2,Black Box,E10+
X360,2011.0,Shooter,Microsoft Game Studios,2.4,82.0,8.1,343 Industries,M
PS2,2005.0,Misc,RedOctane,2.38,91.0,8.7,Harmonix Music Systems,T
PS3,2010.0,Sports,Electronic Arts,2.38,83.0,6.1,EA Tiburon,E
X360,2011.0,Action,Deep Silver,2.37,71.0,6.9,Techland,M
PC,2004.0,Shooter,Vivendi Games,2.37,96.0,9.1,Valve Software,M
PS2,2004.0,Action,THQ,2.37,62.0,7.6,Heavy Iron Studios,T
X360,2007.0,Sports,Electronic Arts,2.37,85.0,6.4,EA Tiburon,E
PS2,2004.0,Sports,Activision,2.37,83.0,8.8,Neversoft Entertainment,T
X360,2010.0,Sports,505 Games,2.37,42.0,5.5,"Pipeworks Software, Inc.",E
PS3,2009.0,Sports,Electronic Arts,2.37,85.0,6.8,EA Tiburon,E
X360,2008.0,Racing,Take-Two Interactive,2.35,81.0,8.5,Rockstar San Diego,T
X360,2011.0,Misc,Microsoft Game Studios,2.35,73.0,2.9,Frontier Developments,E10+
PS2,2007.0,Fighting,THQ,2.34,71.0,7.2,Yuke's,T
3DS,2015.0,Action,Nintendo,2.34,89.0,9.0,GREZZO,E10+
PS2,2001.0,Action,Capcom,2.34,84.0,8.4,Capcom,M
XOne,2015.0,Sports,Take-Two Interactive,2.34,86.0,6.2,Visual Concepts,E10+
X360,2011.0,Sports,Microsoft Game Studios,2.34,66.0,6.5,"Rare Ltd., BigPark",E
PS2,2004.0,Shooter,Electronic Arts,2.31,84.0,9.1,EA Redwood Shores,T
PS,1999.0,Racing,Electronic Arts,2.31,86.0,8.5,EA Canada,E
PC,2012.0,Action,NCSoft,2.31,90.0,7.9,ArenaNet,T
3DS,2012.0,Role-Playing,Nintendo,2.3,75.0,5.6,Intelligent Systems,E
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.29,76.0,7.7,WB Games Montreal,T
PS3,2007.0,Action,LucasArts,2.29,80.0,6.7,Traveller's Tales,E10+
XB,2004.0,Racing,Electronic Arts,2.28,77.0,8.7,EA Canada,E
PS3,2009.0,Sports,Konami Digital Entertainment,2.28,78.0,6.7,Konami,E
PS2,2008.0,Sports,Electronic Arts,2.28,82.0,6.9,EA Canada,E
DS,2010.0,Action,Warner Bros. Interactive Entertainment,2.28,72.0,7.2,TT Fusion,E10+
X360,2010.0,Simulation,Electronic Arts,2.28,76.0,7.1,The Sims Studio,T
DS,2008.0,Role-Playing,Nintendo,2.28,68.0,8.2,"HAL Labs, Creatures Inc.",E
PS3,2011.0,Action,Deep Silver,2.27,71.0,6.6,Techland,M
GBA,2002.0,Platform,Nintendo,2.27,81.0,8.9,HAL Labs,E
GBA,2001.0,Platform,Nintendo,2.26,88.0,8.9,Nintendo,E
PS3,2009.0,Misc,Sega,2.26,80.0,8.6,Backbone Entertainment,E10+
PS4,2016.0,Action,Ubisoft,2.26,76.0,6.3,Ubisoft Montreal,M
XOne,2016.0,Shooter,Electronic Arts,2.25,87.0,8.2,EA DICE,M
PS2,2002.0,Adventure,Capcom,2.25,84.0,9.0,Capcom,M
GC,2004.0,Role-Playing,Nintendo,2.25,87.0,9.4,Intelligent Systems,E
PS3,2011.0,Sports,Electronic Arts,2.25,79.0,5.5,EA Tiburon,E
PS3,2013.0,Action,Sony Computer Entertainment,2.25,80.0,7.5,SCE Santa Monica,M
PS3,2007.0,Misc,Activision,2.24,83.0,7.8,Neversoft Entertainment,T
GBA,2001.0,Platform,Sega,2.24,87.0,8.1,Sonic Team,E
Wii,2006.0,Misc,Sega,2.24,74.0,5.7,Sega,E
WiiU,2013.0,Platform,Nintendo,2.24,77.0,7.9,Nintendo,E
GBA,2001.0,Platform,Vivendi Games,2.23,74.0,8.0,Digital Eclipse,E
PSP,2008.0,Fighting,Square Enix,2.23,79.0,8.0,Square Enix,T
X360,2013.0,Sports,Electronic Arts,2.23,80.0,5.6,EA Sports,E
PS3,2012.0,Shooter,Take-Two Interactive,2.23,91.0,8.2,Gearbox Software,M
PS2,2003.0,Action,Ubisoft,2.22,92.0,8.8,Ubisoft,T
Wii,2009.0,Role-Playing,Nintendo,2.22,84.0,8.6,Capcom,T
X360,2013.0,Action,Warner Bros. Interactive Entertainment,2.22,80.0,7.6,TT Games,E10+
PS4,2015.0,Shooter,Ubisoft,2.21,73.0,7.3,Ubisoft Montreal,M
PS3,2008.0,Action,LucasArts,2.21,71.0,6.6,LucasArts,T
X360,2007.0,Misc,Activision,2.2,92.0,8.1,Harmonix Music Systems,T
XOne,2013.0,Racing,Microsoft Game Studios,2.2,79.0,5.9,Turn 10,E
X360,2008.0,Misc,Electronic Arts,2.2,92.0,8.3,Harmonix Music Systems,T
X360,2010.0,Racing,Electronic Arts,2.2,88.0,7.0,Criterion Games,E10+
DS,2008.0,Action,Activision,2.2,80.0,7.9,TT Fusion,E
X360,2010.0,Shooter,Take-Two Interactive,2.2,88.0,8.2,2K Marin,M
XB,2003.0,Role-Playing,Activision,2.19,94.0,9.2,BioWare,T
PS4,2014.0,Sports,Electronic Arts,2.19,81.0,6.1,EA Sports,E
PS3,2011.0,Action,Konami Digital Entertainment,2.19,80.0,6.6,Konami,E
X360,2006.0,Action,THQ,2.18,81.0,7.5,Volition Inc.,M
PS2,2002.0,Racing,THQ,2.18,82.0,8.9,Rainbow Studios,E
XOne,2014.0,Sports,Electronic Arts,2.18,82.0,5.4,EA Sports,E
XOne,2016.0,Shooter,Ubisoft,2.16,80.0,6.9,Massive Entertainment,M
X360,2010.0,Role-Playing,Square Enix,2.16,82.0,6.3,Square Enix,T
PC,2001.0,Simulation,Electronic Arts,2.16,74.0,7.9,Maxis,T
DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.16,79.0,7.6,5TH Cell,E10+
Wii,2008.0,Platform,Sega,2.16,66.0,7.3,Sonic Team,E10+
DS,2006.0,Role-Playing,Nintendo,2.15,69.0,7.6,HAL Labs,E
PS4,2016.0,Shooter,Activision,2.14,90.0,6.1,Blizzard Entertainment,T
PS3,2012.0,Action,Square Enix,2.14,83.0,7.5,Io Interactive,M
PSP,2007.0,Shooter,Activision,2.13,64.0,7.5,Amaze Entertainment,T
PS2,2004.0,Simulation,Konami Digital Entertainment,2.13,77.0,9.0,KCET,E
GBA,2003.0,Role-Playing,SquareSoft,2.13,87.0,7.8,Square Enix,E
Wii,2009.0,Sports,Ubisoft,2.12,62.0,5.2,Ubisoft,E
XB,2001.0,Racing,Microsoft Game Studios,2.12,85.0,8.2,Bizarre Creations,E
PS3,2011.0,Sports,Take-Two Interactive,2.11,90.0,6.7,Visual Concepts,E
PS2,2002.0,Racing,Electronic Arts,2.11,89.0,8.5,Black Box,E
PS2,2003.0,Action,Tecmo Koei,2.11,78.0,9.3,Omega Force,T
PS3,2013.0,Sports,Take-Two Interactive,2.11,84.0,4.9,Visual Concepts,E
PS,1998.0,Role-Playing,SquareSoft,2.1,81.0,8.9,SquareSoft,M
DS,2006.0,Puzzle,Nintendo,2.1,84.0,8.7,Nintendo,E
PS4,2015.0,Shooter,Electronic Arts,2.1,73.0,5.0,Visceral Games,M
X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.1,86.0,8.3,NetherRealm Studios,M
PS3,2009.0,Shooter,Take-Two Interactive,2.09,83.0,7.9,Gearbox Software,M
PS2,2005.0,Action,Capcom,2.09,84.0,9.0,Capcom,M
X360,2010.0,Action,Take-Two Interactive,2.09,89.0,8.1,Visual Concepts,E
PS4,2015.0,Action,Warner Bros. Interactive Entertainment,2.09,74.0,7.9,Techland,M
X360,2006.0,Action,Capcom,2.08,85.0,7.6,Capcom,M
PC,2010.0,Role-Playing,Activision,2.08,90.0,5.6,Blizzard Entertainment,T
PS2,2002.0,Puzzle,THQ,2.08,44.0,6.2,Blue Planet Software,E
DS,2006.0,Role-Playing,Square Enix,2.08,77.0,7.1,Matrix Software,E10+
GC,2003.0,Misc,Nintendo,2.08,69.0,8.2,Hudson,E
X360,2011.0,Shooter,Valve Software,2.08,95.0,8.5,Valve Software,E10+
Wii,2010.0,Sports,Nintendo,2.08,64.0,7.1,Square Enix,E
PSP,2005.0,Racing,Electronic Arts,2.07,72.0,7.8,EA Canada,E10+
DS,2006.0,Simulation,Electronic Arts,2.07,49.0,5.2,Full Fat,E
Wii,2007.0,Simulation,Konami Digital Entertainment,2.07,73.0,7.1,Konami,E10+
PS4,2014.0,Racing,Sony Computer Entertainment,2.07,71.0,6.1,Evolution Studios,E
X360,2009.0,Fighting,THQ,2.06,83.0,7.9,Yuke's,T
PSP,2010.0,Action,Konami Digital Entertainment,2.06,89.0,8.9,Kojima Productions,T
GBA,2004.0,Action,THQ,2.06,55.0,7.5,Helixe,E
PSP,2010.0,Role-Playing,Square Enix,2.06,82.0,8.6,Square Enix,E10+
PS2,2003.0,Fighting,Namco Bandai Games,2.06,92.0,8.8,Namco,T
X360,2007.0,Racing,Electronic Arts,2.05,72.0,7.1,EA Black Box,E10+
GC,2002.0,Misc,Infogrames,2.05,75.0,8.8,Sonic Team,E
PS3,2008.0,Racing,Electronic Arts,2.05,59.0,5.9,EA Vancouver,T
PS2,2006.0,Shooter,Sony Computer Entertainment,2.04,72.0,9.0,Zipper Interactive,T
PS2,2005.0,Action,Ubisoft,2.04,82.0,8.2,Ubisoft Montpellier,T
PS3,2007.0,Racing,Electronic Arts,2.04,73.0,6.0,EA Black Box,E10+
GBA,2003.0,Platform,Nintendo,2.04,78.0,8.9,Rare Ltd.,E
X360,2011.0,Misc,Microsoft Game Studios,2.04,86.0,8.2,Harmonix Music Systems,T
DS,2008.0,Misc,Take-Two Interactive,2.03,48.0,3.3,Cat Daddy Games,E
PS2,2003.0,Sports,Electronic Arts,2.03,86.0,7.7,EA Sports,E
X360,2005.0,Shooter,Activision,2.03,89.0,8.1,Infinity Ward,T
Wii,2008.0,Misc,Ubisoft,2.03,73.0,7.7,"Ubisoft Paris, Ubisoft Montpellier",E10+
DS,2005.0,Role-Playing,Nintendo,2.02,62.0,8.1,ChunSoft,E
PS3,2011.0,Role-Playing,Namco Bandai Games,2.02,89.0,8.7,From Software,M
X360,2011.0,Misc,Ubisoft,2.02,70.0,7.7,Ubisoft,E10+
XOne,2013.0,Shooter,Electronic Arts,2.02,81.0,6.6,EA DICE,M
3DS,2012.0,Role-Playing,Nintendo,2.01,92.0,9.1,Intelligent Systems,T
PS3,2011.0,Action,Electronic Arts,2.01,64.0,6.4,Black Box,T
PS4,2014.0,Role-Playing,Electronic Arts,2.01,89.0,7.4,BioWare,M
PS3,2008.0,Action,Electronic Arts,2.0,88.0,8.8,EA Redwood Shores,M
PS3,2008.0,Fighting,Midway Games,2.0,76.0,7.1,Midway,T
DS,2007.0,Puzzle,Midway Games,2.0,71.0,5.7,Midway Studios - San Diego,E10+
PS,1997.0,Action,Activision,1.99,87.0,8.8,Acquire,M
GBA,2002.0,Action,Electronic Arts,1.99,76.0,7.9,Eurocom Entertainment Software,E
DS,2009.0,Role-Playing,Square Enix,1.98,75.0,7.8,h.a.n.d. Inc.,E10+
PS3,2010.0,Sports,Electronic Arts,1.98,80.0,7.6,EA Black Box,T
PS4,2013.0,Racing,Electronic Arts,1.98,80.0,6.2,Ghost Games,E10+
PS2,2002.0,Platform,Universal Interactive,1.97,56.0,4.1,Check Six Games,E
PS2,2003.0,Action,Capcom,1.97,68.0,6.6,Capcom,M
PSP,2004.0,Sports,Sony Computer Entertainment,1.96,81.0,8.7,Clap Hanz,E10+
X360,2012.0,Racing,Microsoft Game Studios,1.96,85.0,8.4,"PLAYGROUND, Playground Games",T
X360,2006.0,Shooter,Ubisoft,1.95,88.0,8.3,Ubisoft Montreal,M
PS2,2003.0,Racing,Vivendi Games,1.95,69.0,7.7,Vicarious Visions,E
X360,2012.0,Shooter,Capcom,1.95,67.0,5.0,Capcom,M
XB,2005.0,Action,Take-Two Interactive,1.95,93.0,8.6,Rockstar North,AO
PS2,2003.0,Sports,Electronic Arts,1.95,90.0,8.8,Electronic Arts,E
PS2,2003.0,Fighting,Electronic Arts,1.94,80.0,8.9,Aki Corp.,T
DS,2006.0,Platform,Nintendo,1.94,71.0,8.1,"Flagship, HAL Labs",E
PS3,2008.0,Racing,Electronic Arts,1.94,87.0,7.7,Criterion Games,E10+
PS3,2010.0,Simulation,Electronic Arts,1.94,78.0,6.4,The Sims Studio,T
X360,2008.0,Sports,Electronic Arts,1.94,87.0,8.0,EA Canada,E
PS2,2004.0,Fighting,Atari,1.94,77.0,8.9,Dimps Corporation,T
Wii,2008.0,Shooter,Activision,1.94,83.0,7.6,Exakt,M
PS2,2002.0,Shooter,Ubisoft,1.94,63.0,8.3,Ubisoft,M
X360,2013.0,Shooter,Take-Two Interactive,1.93,93.0,8.5,Irrational Games,M
PS2,2004.0,Role-Playing,Activision,1.93,79.0,8.5,Raven Software,T
X360,2008.0,Fighting,Midway Games,1.93,72.0,7.5,Midway,T
PS4,2015.0,Shooter,Activision,1.93,86.0,6.0,Bungie,T
PS2,2001.0,Shooter,THQ,1.92,88.0,8.0,Volition Inc.,M
PC,2003.0,Simulation,Electronic Arts,1.92,80.0,8.6,Maxis,T
3DS,2013.0,Misc,Nintendo,1.92,57.0,6.3,"Nintendo, Nd Cube",E
PS2,2004.0,Racing,THQ,1.92,80.0,9.2,Rainbow Studios,E
PS,1996.0,Misc,Sony Computer Entertainment,1.92,92.0,7.4,NanaOn-Sha,K-A
PS3,2008.0,Misc,Activision,1.92,84.0,7.5,Neversoft Entertainment,T
X360,2009.0,Racing,Electronic Arts,1.91,83.0,6.5,Slightly Mad Studios,E
PS3,2013.0,Role-Playing,Activision,1.91,86.0,6.4,Blizzard Entertainment,M
PS4,2014.0,Platform,Sony Computer Entertainment,1.91,79.0,7.1,Sumo Digital,E
GC,2001.0,Simulation,LucasArts,1.9,90.0,8.6,Factor 5,T
Wii,2008.0,Sports,Nintendo,1.89,69.0,7.8,Namco Bandai Games,E
Wii,2008.0,Misc,Electronic Arts,1.89,70.0,7.8,Electronic Arts,E
PS3,2008.0,Sports,Electronic Arts,1.88,85.0,4.4,EA Tiburon,E
X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.88,74.0,7.5,WB Games Montreal,T
Wii,2008.0,Misc,Midway Games,1.88,29.0,4.6,Midway,E
PS2,2004.0,Fighting,Midway Games,1.88,81.0,8.5,Midway,M
PS4,2016.0,Sports,Take-Two Interactive,1.88,88.0,6.7,Visual Concepts,E
Wii,2009.0,Misc,Disney Interactive Studios,1.88,49.0,6.6,Papaya Studios,E
GC,2002.0,Adventure,Nintendo,1.87,82.0,7.7,Rare Ltd.,T
PS3,2013.0,Sports,Electronic Arts,1.87,76.0,4.1,EA Sports,E
PS2,2001.0,Action,THQ,1.87,78.0,9.1,Omega Force,T
XB,2005.0,Sports,Electronic Arts,1.86,86.0,6.7,EA Sports,E
PS2,2004.0,Platform,Activision,1.86,71.0,8.5,"Luxoflux, Inc.",E
PS,1999.0,Role-Playing,Sony Computer Entertainment,1.86,74.0,8.4,SCEI,T
Wii,2008.0,Action,LucasArts,1.86,71.0,7.9,Krome Studios,T
PS2,2001.0,Sports,Electronic Arts,1.86,70.0,7.4,Electronic Arts,E
PS4,2015.0,Action,Square Enix,1.86,73.0,6.5,Avalanche Studios,M
PS,1999.0,Role-Playing,SquareSoft,1.86,94.0,8.1,SquareSoft,T
PS2,2004.0,Platform,Sony Computer Entertainment,1.85,84.0,8.6,Naughty Dog,T
GBA,2004.0,Role-Playing,Square Enix,1.85,76.0,7.9,Jupiter Corporation,E
PS3,2012.0,Shooter,Take-Two Interactive,1.85,87.0,7.8,Rockstar Studios,M
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,1.84,82.0,7.9,TT Games,E10+
DS,2009.0,Action,Disney Interactive Studios,1.84,80.0,4.5,Altron,E
PS2,2005.0,Sports,Electronic Arts,1.84,87.0,8.5,EA Sports,E
Wii,2007.0,Misc,Ubisoft,1.83,67.0,8.3,Ubisoft Montpellier,E10+
3DS,2014.0,Platform,Nintendo,1.83,80.0,8.8,HAL Labs,E
DS,2010.0,Platform,Sega,1.83,70.0,7.5,Creative Assembly,E
PS3,2011.0,Action,Sony Computer Entertainment,1.82,83.0,8.4,Sucker Punch,T
PC,2012.0,Role-Playing,Activision,1.82,82.0,4.8,Blizzard Entertainment,T
PS2,2001.0,Misc,Namco Bandai Games,1.82,72.0,6.0,Mass Media,E
PC,2001.0,Simulation,Electronic Arts,1.82,85.0,7.9,Maxis,T
PS3,2009.0,Role-Playing,Namco Bandai Games,1.82,89.0,8.9,From Software,M
X360,2007.0,Shooter,Electronic Arts,1.82,96.0,8.9,Valve Software,M
PS2,2003.0,Simulation,Konami Digital Entertainment,1.81,82.0,8.2,Konami,E
PS2,2002.0,Fighting,Sega,1.81,94.0,8.0,Sega AM2,T
PS4,2016.0,Action,Take-Two Interactive,1.81,68.0,5.1,Hangar 13,M
PS2,2004.0,Platform,Sony Computer Entertainment,1.81,88.0,9.0,Sucker Punch,E
GBA,2002.0,Platform,Sega,1.8,83.0,8.3,Dimps Corporation,E
X360,2006.0,Sports,Electronic Arts,1.8,80.0,6.0,EA Tiburon,E
PS3,2010.0,Action,Take-Two Interactive,1.8,89.0,7.6,Visual Concepts,E
XOne,2015.0,Racing,Microsoft Game Studios,1.8,87.0,7.9,Turn 10,E
PS4,2014.0,Action,Bethesda Softworks,1.79,75.0,7.3,Tango Gameworks,M
Wii,2007.0,Shooter,Nintendo,1.79,90.0,8.9,Retro Studios,T
PS2,2003.0,Racing,Take-Two Interactive,1.78,85.0,8.5,Rockstar San Diego,T
PS2,2004.0,Action,Sony Computer Entertainment,1.78,57.0,7.6,SCEE London Studio,M
PS2,2005.0,Action,Vivendi Games,1.77,47.0,6.6,Genuine Games,M
XB,2001.0,Fighting,Microsoft Game Studios,1.77,87.0,8.6,Team Ninja,T
DS,2006.0,Role-Playing,Square Enix,1.76,75.0,7.4,TOSE,E10+
Wii,2011.0,Action,LucasArts,1.76,76.0,7.7,Traveller's Tales,E10+
PS3,2009.0,Fighting,THQ,1.76,84.0,8.1,THQ,T
PS2,2004.0,Platform,THQ,1.76,75.0,9.0,Heavy Iron Studios,E
GBA,2001.0,Role-Playing,Nintendo,1.76,91.0,9.3,Camelot Software Planning,E
PS2,2004.0,Fighting,Electronic Arts,1.76,83.0,8.9,Aki Corp.,M
